n,p,tn
320000,0.5,17
320000,0.5,21
320000,0.5,18
320000,0.5,19
320000,0.5,18
320000,0.5,20
320000,0.5,18
320000,0.5,20
320000,0.5,19
320000,0.5,19
320000,0.5,18
320000,0.5,25
320000,0.5,19
320000,0.5,21
320000,0.5,20
320000,0.5,19
320000,0.5,19
320000,0.5,18
320000,0.5,19
320000,0.5,21
320000,0.5,18
320000,0.5,19
320000,0.5,20
320000,0.5,19
320000,0.5,17
320000,0.5,20
320000,0.5,21
320000,0.5,18
320000,0.5,20
320000,0.5,20
320000,0.5,20
320000,0.5,18
320000,0.5,18
320000,0.5,19
320000,0.5,21
320000,0.5,21
320000,0.5,20
320000,0.5,22
320000,0.5,19
320000,0.5,20
320000,0.5,18
320000,0.5,18
320000,0.5,20
320000,0.5,22
320000,0.5,17
320000,0.5,21
320000,0.5,20
320000,0.5,17
320000,0.5,22
320000,0.5,19
330000,0.5,19
330000,0.5,20
330000,0.5,18
330000,0.5,19
330000,0.5,21
330000,0.5,21
330000,0.5,21
330000,0.5,18
330000,0.5,20
330000,0.5,20
330000,0.5,20
330000,0.5,25
330000,0.5,21
330000,0.5,18
330000,0.5,21
330000,0.5,23
330000,0.5,18
330000,0.5,20
330000,0.5,19
330000,0.5,19
330000,0.5,18
330000,0.5,19
330000,0.5,20
330000,0.5,22
330000,0.5,19
330000,0.5,19
330000,0.5,19
330000,0.5,20
330000,0.5,20
330000,0.5,17
330000,0.5,20
330000,0.5,19
330000,0.5,18
330000,0.5,19
330000,0.5,18
330000,0.5,21
330000,0.5,20
330000,0.5,21
330000,0.5,20
330000,0.5,20
330000,0.5,19
330000,0.5,19
330000,0.5,19
330000,0.5,20
330000,0.5,19
330000,0.5,20
330000,0.5,18
330000,0.5,19
330000,0.5,17
330000,0.5,19
340000,0.5,18
340000,0.5,19
340000,0.5,22
340000,0.5,19
340000,0.5,21
340000,0.5,22
340000,0.5,18
340000,0.5,23
340000,0.5,24
340000,0.5,24
340000,0.5,18
340000,0.5,18
340000,0.5,21
340000,0.5,19
340000,0.5,21
340000,0.5,20
340000,0.5,19
340000,0.5,19
340000,0.5,18
340000,0.5,18
340000,0.5,20
340000,0.5,18
340000,0.5,23
340000,0.5,26
340000,0.5,25
340000,0.5,19
340000,0.5,18
340000,0.5,18
340000,0.5,22
340000,0.5,20
340000,0.5,20
340000,0.5,18
340000,0.5,17
340000,0.5,24
340000,0.5,19
340000,0.5,20
340000,0.5,21
340000,0.5,20
340000,0.5,18
340000,0.5,20
340000,0.5,17
340000,0.5,23
340000,0.5,18
340000,0.5,20
340000,0.5,18
340000,0.5,21
340000,0.5,18
340000,0.5,18
340000,0.5,20
340000,0.5,19
350000,0.5,23
350000,0.5,18
350000,0.5,19
350000,0.5,21
350000,0.5,21
350000,0.5,19
350000,0.5,20
350000,0.5,18
350000,0.5,19
350000,0.5,23
350000,0.5,19
350000,0.5,18
350000,0.5,21
350000,0.5,18
350000,0.5,20
350000,0.5,20
350000,0.5,19
350000,0.5,23
350000,0.5,20
350000,0.5,18
350000,0.5,18
350000,0.5,22
350000,0.5,19
350000,0.5,21
350000,0.5,19
350000,0.5,20
350000,0.5,19
350000,0.5,19
350000,0.5,18
350000,0.5,18
350000,0.5,17
350000,0.5,16
350000,0.5,19
350000,0.5,19
350000,0.5,25
350000,0.5,21
350000,0.5,23
350000,0.5,19
350000,0.5,19
350000,0.5,22
350000,0.5,20
350000,0.5,19
350000,0.5,19
350000,0.5,19
350000,0.5,23
350000,0.5,18
350000,0.5,19
350000,0.5,19
350000,0.5,20
350000,0.5,25
360000,0.5,17
360000,0.5,20
360000,0.5,20
360000,0.5,19
360000,0.5,20
360000,0.5,19
360000,0.5,18
360000,0.5,22
360000,0.5,19
360000,0.5,19
360000,0.5,19
360000,0.5,19
360000,0.5,17
360000,0.5,20
360000,0.5,20
360000,0.5,19
360000,0.5,21
360000,0.5,20
360000,0.5,18
360000,0.5,19
360000,0.5,20
360000,0.5,17
360000,0.5,18
360000,0.5,20
360000,0.5,17
360000,0.5,18
360000,0.5,20
360000,0.5,24
360000,0.5,18
360000,0.5,20
360000,0.5,20
360000,0.5,20
360000,0.5,21
360000,0.5,19
360000,0.5,18
360000,0.5,19
360000,0.5,19
360000,0.5,23
360000,0.5,18
360000,0.5,22
360000,0.5,18
360000,0.5,21
360000,0.5,22
360000,0.5,21
360000,0.5,21
360000,0.5,26
360000,0.5,22
360000,0.5,21
360000,0.5,18
360000,0.5,20
370000,0.5,20
370000,0.5,19
370000,0.5,21
370000,0.5,20
370000,0.5,19
370000,0.5,19
370000,0.5,19
370000,0.5,19
370000,0.5,18
370000,0.5,23
370000,0.5,23
370000,0.5,18
370000,0.5,20
370000,0.5,23
370000,0.5,23
370000,0.5,19
370000,0.5,21
370000,0.5,18
370000,0.5,18
370000,0.5,18
370000,0.5,20
370000,0.5,20
370000,0.5,20
370000,0.5,20
370000,0.5,20
370000,0.5,17
370000,0.5,19
370000,0.5,22
370000,0.5,21
370000,0.5,21
370000,0.5,19
370000,0.5,18
370000,0.5,21
370000,0.5,19
370000,0.5,19
370000,0.5,21
370000,0.5,20
370000,0.5,22
370000,0.5,21
370000,0.5,18
370000,0.5,19
370000,0.5,18
370000,0.5,20
370000,0.5,19
370000,0.5,18
370000,0.5,20
370000,0.5,20
370000,0.5,20
370000,0.5,19
370000,0.5,22
380000,0.5,20
380000,0.5,20
380000,0.5,22
380000,0.5,23
380000,0.5,19
380000,0.5,19
380000,0.5,18
380000,0.5,20
380000,0.5,19
380000,0.5,19
380000,0.5,21
380000,0.5,21
380000,0.5,23
380000,0.5,20
380000,0.5,20
380000,0.5,21
380000,0.5,19
380000,0.5,19
380000,0.5,20
380000,0.5,21
380000,0.5,20
380000,0.5,19
380000,0.5,18
380000,0.5,20
380000,0.5,19
380000,0.5,18
380000,0.5,20
380000,0.5,19
380000,0.5,20
380000,0.5,24
380000,0.5,20
380000,0.5,22
380000,0.5,21
380000,0.5,20
380000,0.5,19
380000,0.5,21
380000,0.5,21
380000,0.5,20
380000,0.5,20
380000,0.5,20
380000,0.5,20
380000,0.5,22
380000,0.5,18
380000,0.5,22
380000,0.5,18
380000,0.5,19
380000,0.5,18
380000,0.5,20
380000,0.5,17
380000,0.5,19
390000,0.5,19
390000,0.5,18
390000,0.5,18
390000,0.5,18
390000,0.5,19
390000,0.5,21
390000,0.5,19
390000,0.5,19
390000,0.5,20
390000,0.5,19
390000,0.5,18
390000,0.5,18
390000,0.5,18
390000,0.5,20
390000,0.5,21
390000,0.5,20
390000,0.5,21
390000,0.5,20
390000,0.5,23
390000,0.5,24
390000,0.5,21
390000,0.5,17
390000,0.5,24
390000,0.5,21
390000,0.5,19
390000,0.5,21
390000,0.5,18
390000,0.5,19
390000,0.5,19
390000,0.5,23
390000,0.5,18
390000,0.5,19
390000,0.5,18
390000,0.5,19
390000,0.5,20
390000,0.5,22
390000,0.5,22
390000,0.5,19
390000,0.5,20
390000,0.5,21
390000,0.5,19
390000,0.5,19
390000,0.5,18
390000,0.5,20
390000,0.5,23
390000,0.5,22
390000,0.5,19
390000,0.5,18
390000,0.5,18
390000,0.5,23
400000,0.5,19
400000,0.5,17
400000,0.5,22
400000,0.5,17
400000,0.5,21
400000,0.5,21
400000,0.5,18
400000,0.5,19
400000,0.5,20
400000,0.5,22
400000,0.5,19
400000,0.5,19
400000,0.5,19
400000,0.5,18
400000,0.5,18
400000,0.5,21
400000,0.5,22
400000,0.5,21
400000,0.5,17
400000,0.5,21
400000,0.5,22
400000,0.5,22
400000,0.5,19
400000,0.5,20
400000,0.5,20
400000,0.5,21
400000,0.5,21
400000,0.5,18
400000,0.5,19
400000,0.5,20
400000,0.5,17
400000,0.5,19
400000,0.5,20
400000,0.5,19
400000,0.5,22
400000,0.5,18
400000,0.5,18
400000,0.5,20
400000,0.5,19
400000,0.5,17
400000,0.5,19
400000,0.5,19
400000,0.5,19
400000,0.5,20
400000,0.5,22
400000,0.5,19
400000,0.5,18
400000,0.5,18
400000,0.5,23
400000,0.5,20
410000,0.5,18
410000,0.5,20
410000,0.5,22
410000,0.5,20
410000,0.5,19
410000,0.5,18
410000,0.5,23
410000,0.5,23
410000,0.5,21
410000,0.5,23
410000,0.5,21
410000,0.5,18
410000,0.5,19
410000,0.5,24
410000,0.5,18
410000,0.5,20
410000,0.5,21
410000,0.5,21
410000,0.5,18
410000,0.5,20
410000,0.5,22
410000,0.5,23
410000,0.5,18
410000,0.5,20
410000,0.5,18
410000,0.5,20
410000,0.5,24
410000,0.5,17
410000,0.5,19
410000,0.5,19
410000,0.5,19
410000,0.5,20
410000,0.5,20
410000,0.5,18
410000,0.5,21
410000,0.5,21
410000,0.5,25
410000,0.5,25
410000,0.5,21
410000,0.5,20
410000,0.5,19
410000,0.5,18
410000,0.5,20
410000,0.5,20
410000,0.5,20
410000,0.5,22
410000,0.5,20
410000,0.5,21
410000,0.5,19
410000,0.5,19
420000,0.5,20
420000,0.5,19
420000,0.5,20
420000,0.5,20
420000,0.5,21
420000,0.5,20
420000,0.5,19
420000,0.5,17
420000,0.5,22
420000,0.5,19
420000,0.5,22
420000,0.5,21
420000,0.5,21
420000,0.5,21
420000,0.5,25
420000,0.5,17
420000,0.5,19
420000,0.5,20
420000,0.5,18
420000,0.5,19
420000,0.5,20
420000,0.5,20
420000,0.5,21
420000,0.5,22
420000,0.5,21
420000,0.5,17
420000,0.5,20
420000,0.5,21
420000,0.5,20
420000,0.5,18
420000,0.5,19
420000,0.5,19
420000,0.5,18
420000,0.5,23
420000,0.5,24
420000,0.5,20
420000,0.5,20
420000,0.5,20
420000,0.5,19
420000,0.5,20
420000,0.5,18
420000,0.5,17
420000,0.5,18
420000,0.5,18
420000,0.5,22
420000,0.5,18
420000,0.5,19
420000,0.5,20
420000,0.5,22
420000,0.5,21
430000,0.5,19
430000,0.5,19
430000,0.5,19
430000,0.5,22
430000,0.5,20
430000,0.5,21
430000,0.5,19
430000,0.5,20
430000,0.5,20
430000,0.5,23
430000,0.5,22
430000,0.5,23
430000,0.5,22
430000,0.5,20
430000,0.5,18
430000,0.5,19
430000,0.5,19
430000,0.5,21
430000,0.5,20
430000,0.5,20
430000,0.5,20
430000,0.5,23
430000,0.5,21
430000,0.5,17
430000,0.5,21
430000,0.5,20
430000,0.5,20
430000,0.5,18
430000,0.5,23
430000,0.5,21
430000,0.5,18
430000,0.5,21
430000,0.5,17
430000,0.5,19
430000,0.5,20
430000,0.5,20
430000,0.5,20
430000,0.5,20
430000,0.5,19
430000,0.5,22
430000,0.5,22
430000,0.5,19
430000,0.5,20
430000,0.5,20
430000,0.5,19
430000,0.5,23
430000,0.5,20
430000,0.5,19
430000,0.5,20
430000,0.5,17
440000,0.5,21
440000,0.5,18
440000,0.5,19
440000,0.5,20
440000,0.5,20
440000,0.5,20
440000,0.5,18
440000,0.5,19
440000,0.5,26
440000,0.5,19
440000,0.5,18
440000,0.5,20
440000,0.5,20
440000,0.5,22
440000,0.5,20
440000,0.5,21
440000,0.5,20
440000,0.5,21
440000,0.5,18
440000,0.5,19
440000,0.5,18
440000,0.5,21
440000,0.5,20
440000,0.5,22
440000,0.5,20
440000,0.5,17
440000,0.5,21
440000,0.5,18
440000,0.5,18
440000,0.5,20
440000,0.5,17
440000,0.5,19
440000,0.5,19
440000,0.5,20
440000,0.5,21
440000,0.5,19
440000,0.5,22
440000,0.5,19
440000,0.5,24
440000,0.5,19
440000,0.5,21
440000,0.5,19
440000,0.5,20
440000,0.5,21
440000,0.5,21
440000,0.5,20
440000,0.5,23
440000,0.5,18
440000,0.5,20
440000,0.5,24
450000,0.5,21
450000,0.5,18
450000,0.5,19
450000,0.5,20
450000,0.5,19
450000,0.5,25
450000,0.5,20
450000,0.5,22
450000,0.5,20
450000,0.5,21
450000,0.5,19
450000,0.5,18
450000,0.5,20
450000,0.5,18
450000,0.5,17
450000,0.5,17
450000,0.5,26
450000,0.5,20
450000,0.5,22
450000,0.5,19
450000,0.5,19
450000,0.5,21
450000,0.5,20
450000,0.5,20
450000,0.5,20
450000,0.5,21
450000,0.5,18
450000,0.5,18
450000,0.5,22
450000,0.5,21
450000,0.5,19
450000,0.5,24
450000,0.5,24
450000,0.5,19
450000,0.5,19
450000,0.5,20
450000,0.5,21
450000,0.5,24
450000,0.5,20
450000,0.5,19
450000,0.5,20
450000,0.5,18
450000,0.5,18
450000,0.5,20
450000,0.5,21
450000,0.5,26
450000,0.5,19
450000,0.5,19
450000,0.5,21
450000,0.5,20
460000,0.5,21
460000,0.5,20
460000,0.5,28
460000,0.5,21
460000,0.5,20
460000,0.5,24
460000,0.5,20
460000,0.5,22
460000,0.5,20
460000,0.5,21
460000,0.5,28
460000,0.5,21
460000,0.5,21
460000,0.5,20
460000,0.5,19
460000,0.5,19
460000,0.5,23
460000,0.5,18
460000,0.5,20
460000,0.5,18
460000,0.5,18
460000,0.5,21
460000,0.5,23
460000,0.5,20
460000,0.5,20
460000,0.5,19
460000,0.5,20
460000,0.5,19
460000,0.5,19
460000,0.5,19
460000,0.5,19
460000,0.5,27
460000,0.5,23
460000,0.5,21
460000,0.5,20
460000,0.5,20
460000,0.5,20
460000,0.5,19
460000,0.5,23
460000,0.5,23
460000,0.5,21
460000,0.5,21
460000,0.5,20
460000,0.5,21
460000,0.5,19
460000,0.5,21
460000,0.5,26
460000,0.5,21
460000,0.5,24
460000,0.5,20
470000,0.5,19
470000,0.5,24
470000,0.5,18
470000,0.5,19
470000,0.5,22
470000,0.5,21
470000,0.5,19
470000,0.5,20
470000,0.5,18
470000,0.5,20
470000,0.5,19
470000,0.5,21
470000,0.5,19
470000,0.5,19
470000,0.5,22
470000,0.5,19
470000,0.5,20
470000,0.5,19
470000,0.5,18
470000,0.5,23
470000,0.5,19
470000,0.5,19
470000,0.5,20
470000,0.5,20
470000,0.5,18
470000,0.5,20
470000,0.5,19
470000,0.5,20
470000,0.5,20
470000,0.5,18
470000,0.5,19
470000,0.5,19
470000,0.5,22
470000,0.5,21
470000,0.5,19
470000,0.5,23
470000,0.5,19
470000,0.5,20
470000,0.5,20
470000,0.5,22
470000,0.5,20
470000,0.5,20
470000,0.5,20
470000,0.5,22
470000,0.5,19
470000,0.5,21
470000,0.5,19
470000,0.5,18
470000,0.5,19
470000,0.5,22
480000,0.5,18
480000,0.5,18
480000,0.5,22
480000,0.5,19
480000,0.5,20
480000,0.5,21
480000,0.5,20
480000,0.5,20
480000,0.5,22
480000,0.5,22
480000,0.5,18
480000,0.5,19
480000,0.5,29
480000,0.5,20
480000,0.5,19
480000,0.5,25
480000,0.5,21
480000,0.5,21
480000,0.5,19
480000,0.5,21
480000,0.5,22
480000,0.5,20
480000,0.5,19
480000,0.5,21
480000,0.5,21
480000,0.5,21
480000,0.5,23
480000,0.5,19
480000,0.5,21
480000,0.5,19
480000,0.5,18
480000,0.5,20
480000,0.5,22
480000,0.5,20
480000,0.5,19
480000,0.5,22
480000,0.5,20
480000,0.5,21
480000,0.5,19
480000,0.5,20
480000,0.5,19
480000,0.5,20
480000,0.5,19
480000,0.5,22
480000,0.5,20
480000,0.5,24
480000,0.5,20
480000,0.5,20
480000,0.5,21
480000,0.5,20
490000,0.5,21
490000,0.5,20
490000,0.5,20
490000,0.5,19
490000,0.5,25
490000,0.5,19
490000,0.5,20
490000,0.5,22
490000,0.5,18
490000,0.5,18
490000,0.5,20
490000,0.5,19
490000,0.5,24
490000,0.5,19
490000,0.5,20
490000,0.5,21
490000,0.5,20
490000,0.5,21
490000,0.5,28
490000,0.5,19
490000,0.5,19
490000,0.5,20
490000,0.5,20
490000,0.5,22
490000,0.5,21
490000,0.5,22
490000,0.5,29
490000,0.5,25
490000,0.5,23
490000,0.5,20
490000,0.5,20
490000,0.5,18
490000,0.5,24
490000,0.5,20
490000,0.5,24
490000,0.5,18
490000,0.5,19
490000,0.5,19
490000,0.5,21
490000,0.5,23
490000,0.5,19
490000,0.5,29
490000,0.5,21
490000,0.5,19
490000,0.5,18
490000,0.5,19
490000,0.5,19
490000,0.5,21
490000,0.5,21
490000,0.5,23
500000,0.5,19
500000,0.5,23
500000,0.5,21
500000,0.5,20
500000,0.5,18
500000,0.5,23
500000,0.5,23
500000,0.5,19
500000,0.5,20
500000,0.5,21
500000,0.5,22
500000,0.5,20
500000,0.5,22
500000,0.5,19
500000,0.5,21
500000,0.5,22
500000,0.5,19
500000,0.5,18
500000,0.5,26
500000,0.5,22
500000,0.5,19
500000,0.5,21
500000,0.5,22
500000,0.5,20
500000,0.5,19
500000,0.5,21
500000,0.5,19
500000,0.5,20
500000,0.5,18
500000,0.5,19
500000,0.5,18
500000,0.5,20
500000,0.5,20
500000,0.5,23
500000,0.5,18
500000,0.5,19
500000,0.5,19
500000,0.5,20
500000,0.5,22
500000,0.5,24
500000,0.5,20
500000,0.5,23
500000,0.5,21
500000,0.5,22
500000,0.5,19
500000,0.5,18
500000,0.5,19
500000,0.5,20
500000,0.5,19
500000,0.5,27
510000,0.5,19
510000,0.5,18
510000,0.5,20
510000,0.5,19
510000,0.5,18
510000,0.5,21
510000,0.5,18
510000,0.5,20
510000,0.5,19
510000,0.5,20
510000,0.5,20
510000,0.5,19
510000,0.5,18
510000,0.5,22
510000,0.5,20
510000,0.5,19
510000,0.5,20
510000,0.5,21
510000,0.5,18
510000,0.5,20
510000,0.5,18
510000,0.5,20
510000,0.5,18
510000,0.5,20
510000,0.5,19
510000,0.5,24
510000,0.5,21
510000,0.5,22
510000,0.5,19
510000,0.5,19
510000,0.5,18
510000,0.5,19
510000,0.5,21
510000,0.5,21
510000,0.5,22
510000,0.5,19
510000,0.5,22
510000,0.5,22
510000,0.5,21
510000,0.5,21
510000,0.5,20
510000,0.5,21
510000,0.5,22
510000,0.5,20
510000,0.5,19
510000,0.5,23
510000,0.5,18
510000,0.5,23
510000,0.5,20
510000,0.5,22
520000,0.5,20
520000,0.5,21
520000,0.5,19
520000,0.5,20
520000,0.5,22
520000,0.5,19
520000,0.5,24
520000,0.5,19
520000,0.5,18
520000,0.5,21
520000,0.5,17
520000,0.5,22
520000,0.5,18
520000,0.5,18
520000,0.5,19
520000,0.5,19
520000,0.5,19
520000,0.5,21
520000,0.5,20
520000,0.5,22
520000,0.5,21
520000,0.5,26
520000,0.5,19
520000,0.5,20
520000,0.5,26
520000,0.5,19
520000,0.5,19
520000,0.5,18
520000,0.5,22
520000,0.5,18
520000,0.5,20
520000,0.5,19
520000,0.5,22
520000,0.5,22
520000,0.5,20
520000,0.5,19
520000,0.5,18
520000,0.5,21
520000,0.5,19
520000,0.5,19
520000,0.5,22
520000,0.5,19
520000,0.5,20
520000,0.5,21
520000,0.5,20
520000,0.5,20
520000,0.5,18
520000,0.5,19
520000,0.5,21
520000,0.5,24
530000,0.5,17
530000,0.5,22
530000,0.5,21
530000,0.5,22
530000,0.5,20
530000,0.5,26
530000,0.5,17
530000,0.5,21
530000,0.5,23
530000,0.5,21
530000,0.5,22
530000,0.5,18
530000,0.5,19
530000,0.5,19
530000,0.5,21
530000,0.5,20
530000,0.5,19
530000,0.5,20
530000,0.5,20
530000,0.5,19
530000,0.5,22
530000,0.5,21
530000,0.5,20
530000,0.5,20
530000,0.5,24
530000,0.5,22
530000,0.5,20
530000,0.5,19
530000,0.5,18
530000,0.5,18
530000,0.5,19
530000,0.5,20
530000,0.5,19
530000,0.5,20
530000,0.5,23
530000,0.5,22
530000,0.5,20
530000,0.5,20
530000,0.5,21
530000,0.5,21
530000,0.5,20
530000,0.5,20
530000,0.5,18
530000,0.5,21
530000,0.5,20
530000,0.5,21
530000,0.5,18
530000,0.5,22
530000,0.5,18
530000,0.5,22
540000,0.5,20
540000,0.5,19
540000,0.5,20
540000,0.5,21
540000,0.5,20
540000,0.5,19
540000,0.5,19
540000,0.5,18
540000,0.5,19
540000,0.5,20
540000,0.5,21
540000,0.5,19
540000,0.5,18
540000,0.5,20
540000,0.5,18
540000,0.5,18
540000,0.5,27
540000,0.5,20
540000,0.5,22
540000,0.5,20
540000,0.5,18
540000,0.5,22
540000,0.5,21
540000,0.5,19
540000,0.5,20
540000,0.5,18
540000,0.5,20
540000,0.5,19
540000,0.5,23
540000,0.5,20
540000,0.5,22
540000,0.5,20
540000,0.5,20
540000,0.5,18
540000,0.5,21
540000,0.5,21
540000,0.5,20
540000,0.5,21
540000,0.5,18
540000,0.5,22
540000,0.5,23
540000,0.5,19
540000,0.5,22
540000,0.5,19
540000,0.5,22
540000,0.5,19
540000,0.5,22
540000,0.5,22
540000,0.5,24
540000,0.5,19
550000,0.5,21
550000,0.5,21
550000,0.5,20
550000,0.5,18
550000,0.5,20
550000,0.5,20
550000,0.5,20
550000,0.5,23
550000,0.5,21
550000,0.5,19
550000,0.5,20
550000,0.5,23
550000,0.5,22
550000,0.5,19
550000,0.5,21
550000,0.5,20
550000,0.5,21
550000,0.5,19
550000,0.5,21
550000,0.5,21
550000,0.5,17
550000,0.5,19
550000,0.5,24
550000,0.5,22
550000,0.5,18
550000,0.5,19
550000,0.5,19
550000,0.5,21
550000,0.5,18
550000,0.5,22
550000,0.5,21
550000,0.5,20
550000,0.5,21
550000,0.5,19
550000,0.5,24
550000,0.5,21
550000,0.5,19
550000,0.5,22
550000,0.5,23
550000,0.5,21
550000,0.5,21
550000,0.5,19
550000,0.5,19
550000,0.5,18
550000,0.5,18
550000,0.5,24
550000,0.5,23
550000,0.5,19
550000,0.5,22
550000,0.5,20
560000,0.5,22
560000,0.5,23
560000,0.5,20
560000,0.5,20
560000,0.5,20
560000,0.5,18
560000,0.5,18
560000,0.5,21
560000,0.5,21
560000,0.5,20
560000,0.5,18
560000,0.5,18
560000,0.5,19
560000,0.5,20
560000,0.5,19
560000,0.5,20
560000,0.5,23
560000,0.5,19
560000,0.5,19
560000,0.5,22
560000,0.5,21
560000,0.5,21
560000,0.5,21
560000,0.5,19
560000,0.5,19
560000,0.5,25
560000,0.5,20
560000,0.5,20
560000,0.5,19
560000,0.5,21
560000,0.5,20
560000,0.5,19
560000,0.5,20
560000,0.5,18
560000,0.5,17
560000,0.5,19
560000,0.5,20
560000,0.5,19
560000,0.5,21
560000,0.5,19
560000,0.5,19
560000,0.5,19
560000,0.5,21
560000,0.5,22
560000,0.5,21
560000,0.5,18
560000,0.5,21
560000,0.5,21
560000,0.5,18
560000,0.5,22
570000,0.5,22
570000,0.5,20
570000,0.5,21
570000,0.5,18
570000,0.5,20
570000,0.5,21
570000,0.5,27
570000,0.5,18
570000,0.5,23
570000,0.5,20
570000,0.5,18
570000,0.5,21
570000,0.5,21
570000,0.5,27
570000,0.5,20
570000,0.5,21
570000,0.5,22
570000,0.5,20
570000,0.5,19
570000,0.5,19
570000,0.5,23
570000,0.5,21
570000,0.5,22
570000,0.5,20
570000,0.5,23
570000,0.5,20
570000,0.5,20
570000,0.5,20
570000,0.5,20
570000,0.5,18
570000,0.5,20
570000,0.5,20
570000,0.5,21
570000,0.5,20
570000,0.5,22
570000,0.5,21
570000,0.5,20
570000,0.5,20
570000,0.5,24
570000,0.5,19
570000,0.5,22
570000,0.5,22
570000,0.5,20
570000,0.5,22
570000,0.5,20
570000,0.5,17
570000,0.5,22
570000,0.5,19
570000,0.5,20
570000,0.5,25
580000,0.5,20
580000,0.5,21
580000,0.5,22
580000,0.5,18
580000,0.5,19
580000,0.5,20
580000,0.5,19
580000,0.5,20
580000,0.5,21
580000,0.5,20
580000,0.5,23
580000,0.5,19
580000,0.5,21
580000,0.5,24
580000,0.5,18
580000,0.5,20
580000,0.5,22
580000,0.5,20
580000,0.5,28
580000,0.5,19
580000,0.5,19
580000,0.5,21
580000,0.5,20
580000,0.5,21
580000,0.5,23
580000,0.5,22
580000,0.5,19
580000,0.5,18
580000,0.5,19
580000,0.5,19
580000,0.5,21
580000,0.5,19
580000,0.5,21
580000,0.5,24
580000,0.5,22
580000,0.5,24
580000,0.5,19
580000,0.5,19
580000,0.5,22
580000,0.5,20
580000,0.5,18
580000,0.5,20
580000,0.5,17
580000,0.5,20
580000,0.5,27
580000,0.5,20
580000,0.5,18
580000,0.5,20
580000,0.5,19
580000,0.5,20
590000,0.5,22
590000,0.5,20
590000,0.5,19
590000,0.5,18
590000,0.5,18
590000,0.5,27
590000,0.5,19
590000,0.5,20
590000,0.5,18
590000,0.5,21
590000,0.5,19
590000,0.5,22
590000,0.5,25
590000,0.5,21
590000,0.5,21
590000,0.5,25
590000,0.5,20
590000,0.5,20
590000,0.5,20
590000,0.5,20
590000,0.5,20
590000,0.5,24
590000,0.5,19
590000,0.5,20
590000,0.5,24
590000,0.5,21
590000,0.5,22
590000,0.5,22
590000,0.5,19
590000,0.5,19
590000,0.5,19
590000,0.5,21
590000,0.5,20
590000,0.5,19
590000,0.5,25
590000,0.5,21
590000,0.5,19
590000,0.5,19
590000,0.5,19
590000,0.5,21
590000,0.5,20
590000,0.5,20
590000,0.5,17
590000,0.5,19
590000,0.5,20
590000,0.5,20
590000,0.5,20
590000,0.5,24
590000,0.5,21
590000,0.5,19
600000,0.5,22
600000,0.5,19
600000,0.5,20
600000,0.5,19
600000,0.5,21
600000,0.5,21
600000,0.5,21
600000,0.5,18
600000,0.5,23
600000,0.5,21
600000,0.5,20
600000,0.5,20
600000,0.5,21
600000,0.5,20
600000,0.5,18
600000,0.5,18
600000,0.5,21
600000,0.5,20
600000,0.5,22
600000,0.5,19
600000,0.5,22
600000,0.5,20
600000,0.5,19
600000,0.5,19
600000,0.5,23
600000,0.5,20
600000,0.5,21
600000,0.5,20
600000,0.5,21
600000,0.5,20
600000,0.5,19
600000,0.5,22
600000,0.5,20
600000,0.5,21
600000,0.5,22
600000,0.5,21
600000,0.5,18
600000,0.5,21
600000,0.5,20
600000,0.5,19
600000,0.5,20
600000,0.5,23
600000,0.5,21
600000,0.5,20
600000,0.5,19
600000,0.5,19
600000,0.5,21
600000,0.5,21
600000,0.5,22
600000,0.5,21
610000,0.5,22
610000,0.5,20
610000,0.5,19
610000,0.5,21
610000,0.5,20
610000,0.5,21
610000,0.5,21
610000,0.5,19
610000,0.5,19
610000,0.5,19
610000,0.5,18
610000,0.5,21
610000,0.5,19
610000,0.5,22
610000,0.5,24
610000,0.5,18
610000,0.5,21
610000,0.5,22
610000,0.5,20
610000,0.5,21
610000,0.5,21
610000,0.5,19
610000,0.5,18
610000,0.5,20
610000,0.5,23
610000,0.5,21
610000,0.5,19
610000,0.5,22
610000,0.5,20
610000,0.5,18
610000,0.5,22
610000,0.5,20
610000,0.5,20
610000,0.5,26
610000,0.5,21
610000,0.5,22
610000,0.5,22
610000,0.5,21
610000,0.5,19
610000,0.5,22
610000,0.5,20
610000,0.5,25
610000,0.5,18
610000,0.5,27
610000,0.5,23
610000,0.5,26
610000,0.5,18
610000,0.5,21
610000,0.5,20
610000,0.5,22
620000,0.5,20
620000,0.5,19
620000,0.5,20
620000,0.5,18
620000,0.5,18
620000,0.5,20
620000,0.5,20
620000,0.5,19
620000,0.5,21
620000,0.5,20
620000,0.5,22
620000,0.5,20
620000,0.5,21
620000,0.5,21
620000,0.5,22
620000,0.5,20
620000,0.5,18
620000,0.5,18
620000,0.5,21
620000,0.5,17
620000,0.5,20
620000,0.5,19
620000,0.5,20
620000,0.5,21
620000,0.5,20
620000,0.5,20
620000,0.5,22
620000,0.5,20
620000,0.5,20
620000,0.5,18
620000,0.5,18
620000,0.5,21
620000,0.5,23
620000,0.5,22
620000,0.5,19
620000,0.5,20
620000,0.5,24
620000,0.5,19
620000,0.5,22
620000,0.5,22
620000,0.5,20
620000,0.5,24
620000,0.5,19
620000,0.5,18
620000,0.5,20
620000,0.5,21
620000,0.5,19
620000,0.5,19
620000,0.5,22
620000,0.5,22
630000,0.5,21
630000,0.5,20
630000,0.5,21
630000,0.5,20
